1,219991968
2,234815625
3,225419040
4,224000000
5,219203712
6,233798400
7,225738240
8,223996080
9,222242734
10,229568640
11,224449640
12,223719390
13,223203024
14,107460000
15,223560000
16,232681152
17,225923940
18,227557548
19,223939784
20,229839456
21,232283000
22,228346000
23,226181456
24,231769392
25,229086900
26,229231800
27,221724720
28,220169754
29,213921000
30,217773600
31,222750000
32,221168640
33,235001580
34,219989250
35,225135750
36,213792000
37,217664640
38,213716880
39,217296640
40,225895989
41,219627450
42,213548832
43,225525174
44,224279792
45,222159672
46,231465472
47,212744000
48,216356400
49,224143360
50,220764258
51,214680620
52,220680768
53,229262400
54,221621400
55,221634315
56,218149848
57,211612500
58,222299140
59,234837504
60,226962144
61,219569280
62,227876880
63,226427250
64,111904200
65,215208576
66,222163424
67,215543520
68,219939132
69,225696240
70,217181250
71,230184960
72,234524160
73,223829496
74,213873550
75,226121280
76,224493282
77,194481000
78,219357276
79,225122976
80,220294200
81,225369144
82,222426827
83,222868800
84,228204144
85,220039792
86,220626432
87,208085250
88,230585856
89,218895600
90,223467930
91,225354000
92,228124512
93,226544850
94,217779640
95,236075840
96,210539532
97,225491040
98,223930112
99,224994978
100,224969976
101,222309360
102,214545240
103,206472240
104,224557056
105,233261154
106,223380300
107,224595000
108,224135952
109,228985240
110,223787772
111,227931648
112,226263420
113,219414528
114,223031250
115,114186105
116,221461110
117,223510560
118,222678704
119,228140000
120,220800000
121,234062400
122,233533950
123,224531580
124,230278416
125,228130240
126,224461370
127,233275392
128,219673440
129,222087800
130,221975936
131,221777500
132,219534705
133,219754080
134,229470080
135,219193920
136,230284782
137,217383750
138,225650880
139,218787480
140,206205328
141,216001970
142,225856800
143,220378752
144,218400000
145,218721048
146,233047584
147,230114304
148,207160800
149,222354720
150,217755720
151,220902784
152,221694375
153,221446144
154,220360896
155,222049520
156,223983704
157,220436784
158,223048980
159,221226880
160,213551484
161,227306880
162,225961947
163,224499600
164,218764602
165,222308064
166,228480000
167,112393920
168,218103600
169,218351208
170,222176000
171,230140764
172,225221750
173,219097088
174,229610250
175,224211780
176,220401216
177,224259750
178,219539000
179,218526000
180,210715680
181,224428057
182,223227680
183,220520856
184,227331720
185,225990000
186,213181750
187,230015288
188,222227040
189,215206875
190,209049984
191,233850942
192,230833152
193,223043535
194,221376384
195,223897500
196,232696800
197,212835840
198,231279360
199,225865920
200,229470080
201,218624736
202,221860584
203,223245000
204,227964672
205,220615528
206,209365728
207,218120166
208,235830392
209,225943500
210,219999780
211,219943680
212,232937100
213,226396296
214,218795346
215,223020000
216,113711360
217,221028444
218,232776000
219,224387280
220,219597056
221,217673568
222,232317750
223,230412798
224,228316536
225,231503220
226,224235264
227,226475964
228,229590240
229,216530496
230,224452800
231,219841552
232,223361504
233,229343400
234,221791248
235,224148600
236,221072964
237,224604072
238,217616000
239,229721408
240,221999556
241,215319552
242,221226880
243,219628304
244,211076320
245,226455372
246,225235584
247,227497830
248,220545000
249,214410720
250,220740240
251,211538916
252,228330000
253,217920500
254,221101920
255,231112440
256,218676672
257,213614592
258,218566656
259,226257174
260,222613272
261,227425968
262,224879760
263,208828125
264,224805875
265,230388840
266,220516464
267,220879620
268,224509440
269,223719390
270,108520398
271,226347600
272,227292000
273,224438760
274,230393240
275,223316028
276,208477500
277,228122352
278,233620200
279,210672000
280,217464000
281,228100509
282,221107040
283,208766400
284,223333200
285,223672360
286,224001792
287,218957310
288,228166554
289,218117120
290,226014690
291,219780000
292,217060560
293,219063240
294,233797536
295,222780852
296,220315648
297,226450728
298,219480744
299,225412656
300,225772140
301,232849890
302,218229060
303,228750984
304,215792500
305,225279512
306,228448000
307,225556170
308,219462750
309,211429218
310,223875600
311,231075152
312,224278824
313,223636140
314,224387280
315,224672000
316,223136760
317,108806880
318,224609375
319,231855000
320,222961200
321,231260400
322,219360960
323,217215999
324,227913588
325,226416064
326,228841008
327,227999544
328,230218472
329,226652160
330,218329776
331,221776380
332,216347040
333,226998960
334,227773368
335,219603150
336,231307776
337,224629119
338,220060584
339,217419345
340,223188784
341,220169754
342,217556080
343,224551875
344,226226520
345,214091955
346,222663168
347,216141750
348,233853750
349,226784580
350,209180400
351,210658320
352,220849200
353,225602400
354,211599960
355,221298480
356,223003872
357,223915104
358,224983044
359,221427675
360,215541963
361,220888767
362,228690000
363,225993600
364,221624550
365,222003600
366,209544192
367,218947680
368,232320000
369,219569280
370,217620480
371,219803760
372,232104600
373,113528448
374,227727256
375,227300028
376,224695296
377,219150360
378,224711784
379,217251720
380,219097088
381,228288000
382,219287250
383,220745952
384,222937500
385,221193360
386,210046824
387,228688488
388,216456240
389,224785000
390,220819456
391,225332800
392,216073660
393,229587750
394,232653960
395,211934551
396,212880528
397,230523392
398,229680000
399,214569376
400,221166498
401,231823900
402,227154000
403,220696224
404,232424640
405,217782688
406,234499500
407,220739716
408,228088125
409,223001100
410,226582224
411,220545000
412,207318400
413,220875606
414,229946073
415,227556000
416,215718750
417,220168032
418,114965760
419,224421120
420,230031360
421,224323352
422,225604008
423,218772840
424,234596736
425,228856320
426,218305152
427,226088448
428,225564184
429,227838000
430,229941120
431,220447500
432,219098880
433,221061960
434,219811020
435,223944000
436,227477701
437,233275380
438,221650560
439,229985280
440,218434412
441,220517928
442,222136992
443,213542880
444,224984375
445,230240010
446,217854000
447,226197504
448,218411424
449,221718060
450,216760320
451,212185600
452,218196160
453,213456640
454,217244430
455,219015625
456,226663250
457,217917378
458,230156640
459,219318840
460,221952240
461,226564893
462,224341299
463,219978688
464,227570418
465,224759808
466,220094784
467,222666000
468,215429760
469,210462720
470,218499060
471,226746000
472,218652000
473,226162560
474,227281860
475,233949240
476,115723080
477,227313625
478,217266140
479,221771520
480,227959875
481,215722962
482,212712192
483,225838080
